artist,album,date,week_num,meta_score,user_score
Sufjan Stevens,Illinois,"July 5, 2005",27,79,87
My Morning Jacket,Z,"October 4, 2005",40,79,87
Isolée,Wearemonster,"June 6, 2005",23,79,87
Belle and Sebastian,Push Barman To Open Old Wounds,"May 24, 2005",21,79,87
Lightning Bolt,Hypermagic Mountain,"October 18, 2005",42,79,87
Sleater-Kinney,The Woods,"May 24, 2005",21,79,87
Antony and the Johnsons,I Am A Bird Now,"February 1, 2005",5,79,87
M.I.A.,Arular,"March 22, 2005",12,79,87
Konono No. 1,Congotronics,"September 27, 2005",39,79,87
The Hold Steady,Separation Sunday,"May 3, 2005",18,79,87
Kraftwerk,Minimum-Maximum [Live],"June 7, 2005",23,79,87
The Go! Team,"Thunder, Lightning, Strike","October 4, 2005",40,79,87
LCD Soundsystem,LCD Soundsystem,"February 15, 2005",7,79,87
Okkervil River,Black Sheep Boy,"April 5, 2005",14,79,87
Ry Cooder,Chavez Ravine,"June 14, 2005",24,79,87
Andrew Bird,The Mysterious Production Of Eggs,"February 8, 2005",6,79,87
Bright Eyes,"I'm Wide Awake, It's Morning","January 25, 2005",4,79,87
Kanye West,Late Registration,"August 30, 2005",35,79,87
System Of A Down,Mezmerize,"May 17, 2005",20,79,87
Edan,Beauty And The Beat,"March 29, 2005",13,79,87
The New Pornographers,Twin Cinema,"August 23, 2005",34,79,87
The Go-Betweens,Oceans Apart,"May 3, 2005",18,79,87
Eels,Blinking Lights And Other Revelations,"April 26, 2005",17,79,87
Buck 65,This Right Here Is Buck 65,"January 25, 2005",4,79,87
Richard Hawley,Cole's Corner,"September 6, 2005",36,79,87
Vashti Bunyan,Lookaftering,"October 25, 2005",43,79,87
The Books,Lost And Safe,"April 5, 2005",14,79,87
Spoon,Gimme Fiction,"May 10, 2005",19,79,87
Animal Collective,Feels,"October 18, 2005",42,79,87
Sigur Rós,Takk...,"September 13, 2005",37,79,87
Fiona Apple,Extraordinary Machine,"October 4, 2005",40,79,87
The Earlies,These Were The Earlies,"October 25, 2005",43,79,87
Jamie Lidell,Multiply,"June 28, 2005",26,79,87
Clap Your Hands Say Yeah,Clap Your Hands Say Yeah,"June 28, 2005",26,79,87
Portastatic,Bright Ideas,"August 23, 2005",34,79,87
Six Organs of Admittance,School Of The Flower,"January 25, 2005",4,79,87
Wolf Parade,Apologies To The Queen Mary,"September 27, 2005",39,79,87
Blueprint,1988,"March 29, 2005",13,79,87
Common,Be,"May 24, 2005",21,79,87
Franz Ferdinand,You Could Have It So Much Better,"October 4, 2005",40,79,87
The Mountain Goats,The Sunset Tree,"April 26, 2005",17,79,87
Kano,Home Sweet Home,"June 27, 2005",26,79,87
Broken Social Scene,Broken Social Scene,"October 4, 2005",40,79,87
Iron & Wine,Woman King [EP],"February 22, 2005",8,79,87
Gorillaz,Demon Days,"May 24, 2005",21,79,87
Low,The Great Destroyer,"January 25, 2005",4,79,87
Nickel Creek,Why Should The Fire Die?,"August 9, 2005",32,79,87
Bloc Party,Silent Alarm,"March 22, 2005",12,79,87
The National,Alligator,"April 12, 2005",15,79,87
Xiu Xiu,La Foret,"July 12, 2005",28,79,87
Odd Nosdam,Burner,"June 14, 2005",24,79,87
Kate Bush,Aerial,"November 8, 2005",45,79,87
The White Stripes,Get Behind Me Satan,"June 7, 2005",23,79,87
DangerDoom,The Mouse And The Mask,"October 11, 2005",41,79,87
The Decemberists,Picaresque,"March 22, 2005",12,79,87
Akron/Family & Angels Of Light,Akron/Family & Angels Of Light,"November 8, 2005",45,79,87
Archer Prewitt,Wilderness,"January 25, 2005",4,79,87
Bruce Springsteen,Devils & Dust,"April 26, 2005",17,79,87
Stars,Set Yourself On Fire,"March 8, 2005",10,79,87
Neil Diamond,12 Songs,"November 8, 2005",45,79,87
Caribou,The Milk Of Human Kindness,"May 3, 2005",18,79,87
OOIOO,Gold And Green,"September 13, 2005",37,79,87
Engineers,Engineers,"June 21, 2005",25,79,87
Silver Jews,Tanglewood Numbers,"October 18, 2005",42,79,87
Annie,Anniemal,"June 7, 2005",23,79,87
Wilderness,Wilderness,"July 5, 2005",27,79,87
The Juan MacLean,Less Than Human,"August 9, 2005",32,79,87
The Perceptionists,Black Dialogue,"March 22, 2005",12,79,87
Akron/Family,Akron/Family,"March 22, 2005",12,79,87
