artist,album,date,week_num,meta_score,user_score
Outkast,Stankonia,"October 31, 2000",44,69,0
Primal Scream,XTRMNTR,"May 2, 2000",18,69,0
Aimee Mann,"Bachelor No. 2 (or, the last remains of the dodo)","May 2, 2000",18,69,0
PJ Harvey,"Stories from the City, Stories from the Sea","October 24, 2000",43,69,0
The New Pornographers,Mass Romantic,"November 21, 2000",47,69,0
Steve Earle,Transcendental Blues,"June 6, 2000",23,69,0
Sleater-Kinney,All Hands On The Bad One,"May 2, 2000",18,69,0
Ice-T,Greatest Hits: The Evidence,"August 8, 2000",32,69,0
Smog,Dongs of Sevotion,"April 4, 2000",14,69,0
Amon Tobin,Supermodified,"May 16, 2000",20,69,0
David Holmes,Bow Down To The Exit Sign,"July 21, 2000",29,69,0
Super Furry Animals,Mwng,"June 20, 2000",25,69,0
Godspeed You! Black Emperor,Lift Your Skinny Fists Like Antennas to Heaven,"September 12, 2000",37,69,0
Lambchop,Nixon,"February 8, 2000",6,69,0
Yo La Tengo,And Then Nothing Turned Itself Inside-Out,"February 22, 2000",8,69,0
Shelby Lynne,I Am Shelby Lynne,"January 25, 2000",4,69,0
Laurent Garnier,Unreasonable Behavior,"October 17, 2000",42,69,0
Joseph Arthur,Come to Where I'm From,"April 11, 2000",15,69,0
Billy Bragg & Wilco,Mermaid Avenue Vol. II,"May 30, 2000",22,69,0
Arab Strap,Mad for Sadness,"July 4, 2000",27,69,0
Dave Alvin,Public Domain: Songs From the Wild Land,"August 15, 2000",33,69,0
The Apples In Stereo,Discovery of a World Inside the Moone,"April 18, 2000",16,69,0
Modest Mouse,The Moon & Antarctica,"June 13, 2000",24,69,0
Laika,Good Looking Blues,"April 18, 2000",16,69,0
Elliott Smith,Figure 8,"April 18, 2000",16,69,0
Grandaddy,The Sophtware Slump,"November 7, 2000",45,69,0
Broadcast,The Noise Made By People,"April 18, 2000",16,69,0
Cat Power,The Covers Record,"March 21, 2000",12,69,0
Radiohead,Kid A,"October 3, 2000",40,69,0
Madonna,Music,"September 19, 2000",38,69,0
David Sylvian,Everything & Nothing,"November 7, 2000",45,69,0
Wu-Tang Clan,"The ""W""","November 21, 2000",47,69,0
Erykah Badu,Mama's Gun,"November 21, 2000",47,69,0
Bettie Serveert,Private Suit,"September 5, 2000",36,69,0
Damon & Naomi,With Ghost,"September 5, 2000",36,69,0
Saint Etienne,Sound of Water,"June 6, 2000",23,69,0
Johnny Cash,American III: Solitary Man,"October 17, 2000",42,69,0
The Dandy Warhols,Thirteen Tales From Urban Bohemia,"August 1, 2000",31,69,0
U2,All That You Can't Leave Behind,"October 31, 2000",44,69,0
Roni Size/Reprazent,In The Mode,"October 24, 2000",43,69,0
Nelly Furtado,"Whoa, Nelly!","October 24, 2000",43,69,0
Trembling Blue Stars,Broken By Whispers,"March 7, 2000",10,69,0
Rage Against the Machine,Renegades,"December 5, 2000",49,69,0
Rancid,Rancid [2000],"August 1, 2000",31,69,0
Sade,Lovers Rock,"November 14, 2000",46,69,0
Eminem,The Marshall Mathers LP,"May 23, 2000",21,69,0
Arab Strap,Elephant Shoe,"June 6, 2000",23,69,0
Badly Drawn Boy,The Hour of Bewilderbeast,"October 3, 2000",40,69,0
The Go-Betweens,Friends of Rachel Worth,"September 19, 2000",38,69,0
Underworld,"Everything, Everything","September 12, 2000",37,69,0
Beenie Man,Art and Life,"July 11, 2000",28,69,0
Jurassic 5,Quality Control,"June 6, 2000",23,69,0
