artist,album,date,week_num,meta_score,user_score
Kanye West,My Beautiful Dark Twisted Fantasy,"November 22, 2010",47,80,81
Janelle Monáe,The ArchAndroid,"May 18, 2010",20,80,81
Jamey Johnson,The  Guitar Song,"September 14, 2010",37,80,81
Big Boi,Sir Lucious Left Foot: The Son of Chico Dusty,"July 6, 2010",27,80,81
Ali Farka Toure And Toumani Diabate,Ali & Toumani,"February 23, 2010",8,80,81
Bob Dylan,The Witmark Demos: 1962-1964,"October 19, 2010",42,80,81
Black Tambourine,Black Tambourine,"March 30, 2010",13,80,81
Marc Ribot,Silent Movies,"September 28, 2010",39,80,81
Bilal,Airtight's Revenge,"September 14, 2010",37,80,81
Arcade Fire,The Suburbs,"August 3, 2010",31,80,81
Robyn,Body Talk,"November 22, 2010",47,80,81
The Method Actors,This Is Still It,"March 6, 2010",9,80,81
The Roots,How I Got Over,"June 22, 2010",25,80,81
Deerhunter,Halcyon Digest,"September 28, 2010",39,80,81
Konono No. 1,Assume Crash Position,"June 8, 2010",23,80,81
Flying Lotus,Cosmogramma,"May 4, 2010",18,80,81
Sam Amidon,I See The Sign,"April 13, 2010",15,80,81
Kylesa,Spiral Shadow,"October 26, 2010",43,80,81
The Budos Band,The  Budos Band III,"August 10, 2010",32,80,81
Joanna Newsom,Have One On Me,"February 23, 2010",8,80,81
Pavement,Quarantine The Past,"March 9, 2010",10,80,81
The National,High Violet,"May 11, 2010",19,80,81
Ariel Pink's Haunted Graffiti,Before Today,"June 8, 2010",23,80,81
Ghostface Killah,Apollo Kids,"December 21, 2010",51,80,81
LCD Soundsystem,This Is Happening,"May 18, 2010",20,80,81
Sleigh Bells,Treats,"June 1, 2010",22,80,81
The Tallest Man on Earth,Sometimes the Blues is Just a Passing Bird,"November 9, 2010",45,80,81
Jason Moran,Ten,"June 22, 2010",25,80,81
Twin Shadow,Forget,"September 28, 2010",39,80,81
Paul Weller,Wake Up The Nation,"June 1, 2010",22,80,81
Erykah Badu,New Amerykah Part Two: Return of the Ankh,"March 30, 2010",13,80,81
Swans,My Father Will Guide Me Up a Rope to the Sky,"September 21, 2010",38,80,81
Underoath,Ø (Disambiguation),"November 9, 2010",45,80,81
The Walkmen,Lisbon,"September 14, 2010",37,80,81
Grinderman,Grinderman 2,"September 14, 2010",37,80,81
These New Puritans,Hidden,"March 2, 2010",9,80,81
Superchunk,Majesty Shredding,"September 14, 2010",37,80,81
Shining,Blackjazz,"February 2, 2010",5,80,81
Caribou,Swim,"April 20, 2010",16,80,81
Justin Townes Earle,Harlem River Blues,"September 14, 2010",37,80,81
Pantha du Prince,Black Noise,"February 9, 2010",6,80,81
Trash Talk,Eyes & Nines,"June 8, 2010",23,80,81
Circa Survive,Blue Sky Noise,"April 20, 2010",16,80,81
Jack Rose,Luck In The Valley,"February 23, 2010",8,80,81
The Claudia Quintet,Royal Toast,"May 18, 2010",20,80,81
Beach House,Teen Dream,"January 26, 2010",4,80,81
Mary Gauthier,The  Foundling,"May 18, 2010",20,80,81
The Dillinger Escape Plan,Option Paralysis,"March 23, 2010",12,80,81
Laurie Anderson,Homeland,"June 22, 2010",25,80,81
Sharon Van Etten,Epic,"September 21, 2010",38,80,81
I Am Kloot,Sky at Night,"July 13, 2010",28,80,81
Titus Andronicus,The Monitor,"March 9, 2010",10,80,81
Harvey Milk,A Small Turn Of Human Kindness,"May 18, 2010",20,80,81
Aloe Blacc,Good Things,"September 28, 2010",39,80,81
Flying Lotus,Pattern + Grid World,"September 21, 2010",38,80,81
Gilad Atzmon,For the Ghosts Within,"November 9, 2010",45,80,81
Cancer Bats,"Bears, Mayors, Scraps & Bones","April 13, 2010",15,80,81
Perfume Genius,Learning,"June 22, 2010",25,80,81
Far,At Night We Live,"May 25, 2010",21,80,81
Sun City Girls,Funeral Mariachi,"October 26, 2010",43,80,81
Fucked Up,Couple Tracks: Singles 2002-2009,"January 26, 2010",4,80,81
Jazmine Sullivan,Love Me Back,"November 30, 2010",48,80,81
Roky Erickson With Okkervil River,True Love Cast Out All Evil,"April 20, 2010",16,80,81
Four Tet,There Is Love In You,"January 26, 2010",4,80,81
The Black Keys,Brothers,"May 18, 2010",20,80,81
Vijay Iyer,Solo,"September 14, 2010",37,80,81
How to Dress Well,Love Remains,"October 19, 2010",42,80,81
Fionn Regan,The Shadow Of An Empire,"February 8, 2010",6,80,81
Shad,TSOL,"October 5, 2010",40,80,81
Vampire Weekend,Contra,"January 12, 2010",2,80,81
Marnie Stern,Marnie Stern,"October 5, 2010",40,80,81
Avi Buffalo,Avi Buffalo,"April 27, 2010",17,80,81
Women,Public Strain,"September 28, 2010",39,80,81
Josh Ritter,So Runs The World Away,"May 4, 2010",18,80,81
The Fall,Your Future Our Clutter,"May 4, 2010",18,80,81
Laura Marling,I Speak Because I Can,"April 6, 2010",14,80,81
The Books,The Way Out,"July 20, 2010",29,80,81
Yellow Swans,Going Places,"March 2, 2010",9,80,81
Sharon Jones & the Dap-Kings,I Learned The Hard Way,"April 6, 2010",14,80,81
The Unthanks,Here's The Tender Coming,"March 23, 2010",12,80,81
Chicago Underground Duo,Boca Negra,"January 26, 2010",4,80,81
Envy,Recitation,"October 12, 2010",41,80,81
Teenage Fanclub,Shadows,"June 8, 2010",23,80,81
Merle Haggard,I Am What I Am,"April 20, 2010",16,80,81
Laura Veirs,July Flame,"January 12, 2010",2,80,81
Dustin Wong,Infinite Love,"October 5, 2010",40,80,81
Mavis Staples,You Are Not Alone,"September 14, 2010",37,80,81
Micah P. Hinson,Micah P. Hinson and the Pioneer Saboteurs,"May 24, 2010",21,80,81
Guster,Easy Wonderful,"October 5, 2010",40,80,81
Sufjan Stevens,The  Age of Adz,"October 12, 2010",41,80,81
Butch Walker And The Black Widows,I Liked It Better When You Had No Heart,"February 23, 2010",8,80,81
Lindstrom & Christabelle,Real Life Is No Cool,"January 19, 2010",3,80,81
Robert Plant,Band of Joy,"September 14, 2010",37,80,81
Local Natives,Gorilla Manor,"February 16, 2010",7,80,81
High on Fire,Snakes For The Divine,"February 23, 2010",8,80,81
The Gaslight Anthem,American Slang,"June 15, 2010",24,80,81
Neil Young,Le Noise,"September 28, 2010",39,80,81
Gold Panda,Lucky Shiner,"October 12, 2010",41,80,81
Reflection Eternal,Revolutions Per Minute,"May 18, 2010",20,77,0
Cee Lo Green,The Lady Killer,"November 9, 2010",45,77,0
Tom Jones,Praise & Blame,"July 27, 2010",30,77,0
Spoon,Transference,"January 19, 2010",3,77,0
Bring Me the Horizon,"There Is a Hell, Believe Me I've Seen It, There is a Heaven, Let's Keep It a Secret","October 5, 2010",40,77,0
No Age,Everything in Between,"September 28, 2010",39,77,0
Charlotte Gainsbourg,IRM,"January 26, 2010",4,77,0
Dierks Bentley,Up On The Ridge,"June 8, 2010",23,77,0
Loscil,Endless Falls,"March 2, 2010",9,77,0
The Besnard Lakes,The Besnard Lakes Are The Roaring Night,"March 9, 2010",10,77,0
Galactic,Ya-Ka-May,"February 9, 2010",6,77,0
Take That,Progress,"November 22, 2010",47,77,0
The Love Language,Libraries,"July 13, 2010",28,77,0
Steve Mason,Boys Outside,"June 22, 2010",25,77,0
"Bonnie ""Prince"" Billy & The Cairo Gang",The Wondershow Of The World,"March 23, 2010",12,77,0
Punch Brothers,Antifogmatic,"June 15, 2010",24,77,0
Frog Eyes,Paul's Tomb: A Triumph,"April 27, 2010",17,77,0
Crazy Heart,OST,"January 19, 2010",3,77,0
Freedy Johnston,Rain On The City,"January 12, 2010",2,77,0
Antony and the Johnsons,Swanlights,"October 12, 2010",41,77,0
Motion City Soundtrack,My Dinosaur Life,"January 19, 2010",3,77,0
The-Dream,Love King,"June 29, 2010",26,77,0
Johnny Cash,American VI: Ain't No Grave,"February 23, 2010",8,77,0
Patty Griffin,Downtown Church,"January 26, 2010",4,77,0
Elvis Costello,National Ransom,"November 2, 2010",44,77,0
