artist,album,date,week_num,meta_score,user_score
Deafheaven,Sunbather,"June 11, 2013",24,81,83
Bassekou Kouyate & Ngoni Ba,Jama Ko,"April 2, 2013",14,81,83
Nils Frahm,Spaces,"November 19, 2013",47,81,83
Ashley Monroe,Like a Rose,"March 5, 2013",10,81,83
Russian Circles,Memorial,"October 29, 2013",44,81,83
Julia Holter,Loud City Song,"August 20, 2013",34,81,83
Kacey Musgraves,Same Trailer Different Park,"March 19, 2013",12,81,83
John Murry,The Graceless Age,"April 9, 2013",15,81,83
My Bloody Valentine,M B V,"February 2, 2013",5,81,83
Jason Isbell,Southeastern,"June 11, 2013",24,81,83
Tim Hecker,Virgins,"October 15, 2013",42,81,83
Daft Punk,Random Access Memories,"May 21, 2013",21,81,83
Pistol Annies,Annie Up,"May 7, 2013",19,81,83
Touché Amoré,Is Survived By,"September 24, 2013",39,81,83
Jenny Hval,Innocence is Kinky,"May 14, 2013",20,81,83
Rokia Traoré,Beautiful Africa,"April 8, 2013",15,81,83
Robbie Fulks,Gone Away Backward,"August 27, 2013",35,81,83
British Sea Power,From the Sea to the Land Beyond [OST],"December 2, 2013",49,81,83
Letlive,The  Blackest Beautiful,"July 9, 2013",28,81,83
The James Hunter Six,Minute by Minute,"February 26, 2013",9,81,83
Wayne Shorter,Without a Net,"February 5, 2013",6,81,83
Killer Mike,Run the Jewels,"June 26, 2013",26,81,83
Laura Marling,Once I Was an Eagle,"May 28, 2013",22,81,83
The Mavericks,In Time,"February 26, 2013",9,81,83
Chance the Rapper,Acid Rap,"April 30, 2013",18,81,83
Hiss Golden Messenger,Haw,"April 2, 2013",14,81,83
The Knife,Shaking the Habitual,"April 9, 2013",15,81,83
William Tyler,Impossible Truth,"March 19, 2013",12,81,83
Guy Clark,My Favorite Picture of You,"July 23, 2013",30,81,83
Patty Griffin,American Kid,"May 7, 2013",19,81,83
Phosphorescent,Muchacho,"March 19, 2013",12,81,83
Norma Jean,Wrongdoers,"August 6, 2013",32,81,83
Cult of Luna,Vertikal,"January 29, 2013",5,81,83
Boards of Canada,Tomorrow's Harvest,"June 11, 2013",24,81,83
Beyoncé,Beyoncé,"December 13, 2013",50,81,83
Parquet Courts,Light Up Gold,"January 15, 2013",3,81,83
Mutual Benefit,Love's Crushing Diamond,"December 3, 2013",49,81,83
Various Artists,Divided & United: Songs of the Civil War,"November 5, 2013",45,81,83
Coliseum,Sister Faith,"April 30, 2013",18,81,83
The National,Trouble Will Find Me,"May 21, 2013",21,81,83
The Haxan Cloak,Excavation,"April 16, 2013",16,81,83
Kanye West,Yeezus,"June 18, 2013",25,81,83
Mikal Cronin,MCII,"May 7, 2013",19,81,83
Bombino,Nomad,"April 2, 2013",14,81,83
Neko Case,"The  Worse Things Get, the Harder I Fight, the Harder I Fight, the More I Love You","September 3, 2013",36,81,83
Pet Shop Boys,Electric,"July 16, 2013",29,81,83
Vampire Weekend,Modern Vampires of the City,"May 14, 2013",20,81,83
Bill Callahan,Dream River,"September 17, 2013",38,81,83
Roy Harper,Man and Myth,"September 23, 2013",39,81,83
Kvelertak,Meir,"March 26, 2013",13,81,83
Voivod,Target Earth,"January 22, 2013",4,81,83
Danny Brown,Old,"October 8, 2013",41,81,83
Superchunk,I Hate Music,"August 20, 2013",34,81,83
Patty Griffin,Silver Bell,"October 8, 2013",41,81,83
