artist,album,date,week_num,meta_score,user_score
Kelela,Take Me Apart,"October 6, 2017",40,82,0
Wiley,Godfather,"January 13, 2017",2,82,0
Vagabon,Infinite Worlds,"February 24, 2017",8,82,0
Songhoy Blues,Resistance,"June 16, 2017",24,82,0
Jane Weaver,Modern Kosmology,"May 19, 2017",20,82,0
Pumarosa,The Witch,"May 19, 2017",20,82,0
Jim Jones & The Righteous Mind,Super Natural,"May 12, 2017",19,82,0
Saltland,A Common Truth,"March 31, 2017",13,82,0
Ibibio Sound Machine,Uyai,"March 3, 2017",9,82,0
Jesca Hoop,Memories Are Now,"February 10, 2017",6,82,0
Japanese Breakfast,Soft Sounds From Another Planet,"July 14, 2017",28,82,0
Sheer Mag,Need to Feel Your Love,"July 14, 2017",28,82,0
Julien Baker,Turn Out the Lights,"October 27, 2017",43,82,0
Sleater-Kinney,Live in Paris,"January 27, 2017",4,82,0
Hurray for the Riff Raff,The Navigator,"March 10, 2017",10,82,0
Mark Lanegan Band,Gargoyle,"April 28, 2017",17,82,0
EX EYE,EX EYE,"June 23, 2017",25,82,0
Tony Allen,The Source,"September 8, 2017",36,82,0
Angaleena Presley,Wrangled,"April 21, 2017",16,82,0
Priests,Nothing Feels Natural,"January 27, 2017",4,82,0
L.A. Witch,L.A Witch,"September 8, 2017",36,82,0
Alasdair Roberts,Pangs,"February 24, 2017",8,82,0
Nick Heyward,Woodland Echoes,"August 4, 2017",31,82,0
Nicole Atkins,Goodnight Rhonda Lee,"July 21, 2017",29,82,0
Call Super,Arpo,"November 10, 2017",45,82,0
Aldous Harding,Party,"May 19, 2017",20,82,0
The Mountain Goats,Goths,"May 19, 2017",20,82,0
Do Make Say Think,Stubborn Persistent Illusions,"May 19, 2017",20,82,0
Jens Lekman,Life Will See You Now,"February 17, 2017",7,82,0
2 Chainz,Pretty Girls Like Trap Music,"June 16, 2017",24,82,0
Björk,Utopia,"November 24, 2017",47,82,0
Richard Dawson,Peasant,"June 2, 2017",22,82,0
Open Mike Eagle,Brick Body Kids Still Daydream,"September 15, 2017",37,82,0
Stormzy,Gang Signs & Prayer,"February 24, 2017",8,82,0
Gregg Allman,Southern Blood,"September 8, 2017",36,82,0
Ty Segall,Ty Segall (2017),"January 27, 2017",4,82,0
Randy Newman,Dark Matter,"August 4, 2017",31,82,0
Phoebe Bridgers,Stranger in the Alps,"September 22, 2017",38,82,0
Ulver,The  Assassination of Julius Caesar,"April 7, 2017",14,82,0
Margo Price,All American Made,"October 20, 2017",42,82,0
Arve Henriksen,Towards Language,"June 2, 2017",22,82,0
Six Organs of Admittance,Burning the Threshold,"February 24, 2017",8,80,0
Jay Som,Everybody Works,"March 10, 2017",10,80,0
Eliza Carthy,Big Machine,"February 3, 2017",5,80,0
Allison Crutchfield,Tourist in This Town,"January 27, 2017",4,80,0
The Body,Ascending a Mountain of Heavy Light,"November 17, 2017",46,80,0
Jay-Z,4:44,"June 30, 2017",26,80,0
Jason Isbell and the 400 Unit,The Nashville Sound,"June 16, 2017",24,80,0
Joan Shelley,Joan Shelley,"May 5, 2017",18,80,0
Paramore,After Laughter,"May 12, 2017",19,80,0
Lawrence English,Cruel Optimism,"February 17, 2017",7,80,0
Slowdive,Slowdive,"May 5, 2017",18,80,0
Pallbearer,Heartless,"March 24, 2017",12,80,0
Julie Byrne,Not Even Happiness,"January 27, 2017",4,80,0
(Sandy) Alex G,Rocket,"May 19, 2017",20,80,0
Mount Kimbie,Love What Survives,"September 8, 2017",36,80,0
Grizzly Bear,Painted Ruins,"August 18, 2017",33,80,0
Kaitlyn Aurelia Smith,The Kid,"October 6, 2017",40,80,0
Hauschka,What If,"March 31, 2017",13,80,0
Spoon,Hot Thoughts,"March 17, 2017",11,80,0
Michael Chapman,50,"January 20, 2017",3,80,0
Tara Jane O'Neil,Tara Jane O'Neil,"April 21, 2017",16,80,0
BROCKHAMPTON,Saturation III,"December 15, 2017",50,80,0
Wolf Parade,Cry Cry Cry,"October 6, 2017",40,80,0
Spectres,Condition,"March 10, 2017",10,80,0
Chelsea Wolfe,Hiss Spun,"September 22, 2017",38,80,0
Laetitia Sadier Source Ensemble,Find Me Finding You,"March 24, 2017",12,80,0
Lost Horizons,Ojalá,"November 3, 2017",44,80,0
Wolf Alice,Visions of a Life,"September 29, 2017",39,80,0
Nick Hakim,Green Twins,"May 19, 2017",20,80,0
Man Forever,Play What They Want,"May 19, 2017",20,80,0
Part Chimp,IV,"April 14, 2017",15,80,0
Piano Magic,Closure,"January 27, 2017",4,80,0
Gabriel Garzón-Montano,Jardín,"January 27, 2017",4,80,0
Big Thief,Capacity,"June 9, 2017",23,80,0
Chris Stapleton,"From a Room, Vol. 1","May 5, 2017",18,80,0
Actress,AZD,"April 14, 2017",15,80,0
Everything Everything,A Fever Dream,"August 18, 2017",33,80,0
Nadine Shah,Holiday Destination,"August 25, 2017",34,80,0
The Sadies,Northern Passages,"February 10, 2017",6,80,0
Offa Rex,The Queen of Hearts,"July 14, 2017",28,80,0
Conor Oberst,Salutations,"March 17, 2017",11,80,0
Buffy Sainte-Marie,Medicine Songs,"November 10, 2017",45,80,0
Sorority Noise,You're Not As _____ As You Think,"March 17, 2017",11,80,0
Peter Perrett,How the West Was Won,"June 30, 2017",26,80,0
Sacred Paws,Strike a Match,"January 27, 2017",4,80,0
Blanck Mass,World Eater,"March 3, 2017",9,80,0
The Pollyseeds,"The Sounds of Crenshaw, Vol. 1","July 14, 2017",28,80,0
Sparks,Hippopotamus,"September 8, 2017",36,80,0
Cairo Gang,Untouchable,"March 24, 2017",12,80,0
Max Richter,Max Richter: Three Worlds – Music from Woolf Works,"January 27, 2017",4,80,0
James Holden & the Animal Spirits,The Animal Spirits,"November 3, 2017",44,80,0
Gun Outfit,Out of Range,"November 10, 2017",45,80,0
Syd,Fin,"February 3, 2017",5,80,0
Linda Perhacs,I'm a Harmony,"September 22, 2017",38,80,0
Tall Ships,Impressions,"February 10, 2017",6,80,0
Emptyset,Borders,"January 27, 2017",4,80,0
Bing & Ruth,No Home of the Mind,"February 17, 2017",7,80,0
Miguel,War & Leisure,"December 1, 2017",48,80,0
Beach Fossils,Somersault,"June 2, 2017",22,80,0
The Unthanks,Diversions Vol. 4: The Songs and Poems of Molly Drake,"May 26, 2017",21,80,0
All Them Witches,Sleeping Through the War,"February 24, 2017",8,80,0
Sleaford Mods,English Tapas,"March 3, 2017",9,80,0
Fleet Foxes,Crack-Up,"June 16, 2017",24,80,0
Robert Finley,Goin' Platinum!,"December 8, 2017",49,80,0
Melanie De Biasio,Lilies,"October 6, 2017",40,80,0
The War on Drugs,A Deeper Understanding,"August 25, 2017",34,80,0
Kesha,Rainbow,"August 11, 2017",32,80,0
Queens of the Stone Age,Villains,"August 25, 2017",34,80,0
Pond,The Weather,"May 5, 2017",18,80,0
Mavis Staples,If All I Was Was Black,"November 17, 2017",46,80,0
Tei Shi,Crawl Space,"March 31, 2017",13,80,0
Anohni,Paradise [EP],"March 17, 2017",11,80,0
Rhiannon Giddens,Freedom Highway,"February 24, 2017",8,80,0
Rose Elinor Dougall,Stellular,"January 20, 2017",3,80,0
Moire,No Future,"February 17, 2017",7,80,0
Crystal Fairy,Crystal Fairy,"February 24, 2017",8,80,0
The Feelies,In Between,"February 24, 2017",8,80,0
Feist,Pleasure,"April 28, 2017",17,80,0
The Clientele,Music for the Age of Miracles,"September 22, 2017",38,80,0
King Krule,The Ooz,"October 13, 2017",41,80,0
The World Is a Beautiful Place & I Am No Longer Afraid to Die,Always Foreign,"September 29, 2017",39,80,0
Rozwell Kid,Precious Art,"June 23, 2017",25,80,0
The Menzingers,After the Party,"February 3, 2017",5,80,0
Hiss Golden Messenger,Hallelujah Anyhow,"September 22, 2017",38,80,0
Bill Orcutt,Bill Orcutt,"June 30, 2017",26,80,0
Curtis Harding,Face Your Fear,"October 27, 2017",43,80,0
Chris Stapleton,"From a Room, Vol. 2","December 1, 2017",48,80,0
Alex Lahey,I Love You Like a Brother,"October 6, 2017",40,80,0
Meat Wave,The Incessant,"February 17, 2017",7,80,0
Elbow,Little Fictions,"February 3, 2017",5,80,0
Uniform,Wake in Fright,"January 20, 2017",3,80,0
Bob Dylan,Triplicate,"March 31, 2017",13,80,0
Charlotte Gainsbourg,Rest,"November 17, 2017",46,80,0
Lapalux,Ruinism,"June 30, 2017",26,80,0
Lee Gamble,Mnestic Pressure,"October 20, 2017",42,80,0
Ray Davies,Americana,"April 21, 2017",16,80,0
Thundercat,Drunk,"February 24, 2017",8,80,0
Raekwon,The Wild,"March 24, 2017",12,80,0
Waxahatchee,Out in the Storm,"July 14, 2017",28,80,0
Amadou & Mariam,La Confusion,"September 22, 2017",38,80,0
Big K.R.I.T.,4eva Is a Mighty Long Time,"October 27, 2017",43,78,76
The Dream Syndicate,How Did I Find Myself Here?,"September 8, 2017",36,78,76
Iron & Wine,Beast Epic,"August 25, 2017",34,78,76
Oneohtrix Point Never,Good Time [Original Motion Picture Soundtrack],"August 11, 2017",32,78,76
Paul Kelly,Life Is Fine,"August 11, 2017",32,78,76
David Rawlings,Poor David's Almanack,"August 11, 2017",32,78,76
Laibach,Also Sprach Zarathustra,"July 14, 2017",28,78,76
EMA,Exile in the Outer Ring,"August 25, 2017",34,78,76
Daphni,Fabriclive 93,"July 21, 2017",29,78,76
Colleen,"A  Flame My Love, a Frequency","October 20, 2017",42,78,76
Mark Eitzel,Hey Mr Ferryman,"January 27, 2017",4,78,76
Visible Cloaks,Reassemblage,"February 17, 2017",7,78,76
Robyn Hitchcock,Robyn Hitchcock,"April 21, 2017",16,78,76
Susanne Sundfør,Music for People in Trouble,"August 25, 2017",34,78,76
Kevin Morby,City Music,"June 16, 2017",24,78,76
Girlpool,Powerplant,"May 12, 2017",19,78,76
Original Soundtrack,T2: Trainspotting [Original Motion Picture Soundtrack],"February 3, 2017",5,78,76
Colin Stetson,All This I Do for Glory,"April 28, 2017",17,78,76
Alison Moyet,Other,"June 16, 2017",24,78,76
Benjamin Clementine,I Tell a Fly,"October 6, 2017",40,78,76
Anathema,The Optimist,"June 9, 2017",23,78,76
Marika Hackman,I'm Not Your Man,"June 2, 2017",22,78,76
Chuck Prophet,Bobby Fuller Died for Your Sins,"February 10, 2017",6,78,76
Manchester Orchestra,A Black Mile to the Surface,"July 28, 2017",30,78,76
Drake,More Life [Mixtape],"March 18, 2017",11,78,76
Willie Nelson,God's Problem Child,"April 28, 2017",17,78,76
The Heliocentrics,A  World of Masks,"May 26, 2017",21,78,76
Japandroids,Near to the Wild Heart of Life,"January 27, 2017",4,78,76
The Afghan Whigs,In Spades,"May 5, 2017",18,78,76
Mick Harvey,Intoxicated Women,"January 20, 2017",3,78,76
Torres,Three Futures,"September 29, 2017",39,78,76
Dent May,Across the Multiverse,"August 18, 2017",33,78,76
Makthaverskan,III,"October 20, 2017",42,78,76
Frankie Rose,Cage Tropical,"August 11, 2017",32,78,76
Ben Gibbard,Bandwagonesque,"July 28, 2017",30,78,76
Courtney Barnett,Lotta Sea Lice,"October 13, 2017",41,78,76
Mogwai,Every Country's Sun,"September 1, 2017",35,78,76
Low Cut Connie,"Dirty Pictures, Pt. 1","May 19, 2017",20,78,76
Sherwood & Pinch,Man vs. Sofa,"February 24, 2017",8,78,76
Lowly,Heba,"February 10, 2017",6,78,76
Girl Ray,Earl Grey,"August 4, 2017",31,78,76
Orchestra Baobab,Tribute to Ndiouga Dieng,"March 31, 2017",13,78,76
James Yorkston,Neuk Wight Delhi All-Stars,"April 7, 2017",14,78,76
Jacques Greene,Feel Infinite,"March 24, 2017",12,78,76
The Necks,Unfold,"February 10, 2017",6,78,76
Duke Garwood,Garden of Ashes,"February 3, 2017",5,78,76
Mac DeMarco,This Old Dog,"May 5, 2017",18,78,76
Ryan Adams,Prisoner,"February 17, 2017",7,78,76
Nite Jewel,Real High,"May 5, 2017",18,78,76
Diamanda Galás,All the Way,"March 24, 2017",12,78,76
R. Stevie Moore,Make It Be,"March 10, 2017",10,78,76
Bicep,Bicep,"September 1, 2017",35,78,76
Les Amazones d'Afrique,Republique Amazone,"March 31, 2017",13,78,76
Forest Swords,Compassion,"May 5, 2017",18,78,76
Old 97's,Graveyard Whistling,"February 24, 2017",8,78,76
Oh Sees,Orc,"August 25, 2017",34,78,76
Cloud Nothings,Life Without Sound,"January 27, 2017",4,78,76
Ariel Pink,Dedicated to Bobby Jameson,"September 15, 2017",37,78,76
Zola Jesus,Okovi,"September 8, 2017",36,78,76
Stars,There Is No Love in Fluorescent Light,"October 13, 2017",41,78,76
Migos,C U L T U R E,"January 27, 2017",4,78,76
Pixx,The Age of Anxiety,"June 2, 2017",22,78,76
Diet Cig,Swear I'm Good at This,"April 7, 2017",14,78,76
Kelly Lee Owens,Kelly Lee Owens,"March 24, 2017",12,78,76
Chastity Belt,I Used to Spend So Much Time Alone,"June 2, 2017",22,78,76
Saint Etienne,Home Counties,"June 2, 2017",22,78,76
Deerhoof,Mountain Moves,"September 8, 2017",36,78,76
Land of Talk,Life After Youth,"May 19, 2017",20,78,76
Ghostpoet,Dark Days + Canapés,"August 18, 2017",33,78,76
The New Year,Snow,"April 28, 2017",17,78,76
Ron Sexsmith,The Last Rider,"April 21, 2017",16,78,76
James Elkington,Wintres Woma,"June 30, 2017",26,78,76
Benjamin Booker,Witness,"June 2, 2017",22,78,76
White Reaper,The World's Best American Band,"April 7, 2017",14,78,76
Pharmakon,Contact,"March 31, 2017",13,78,76
Blue Hawaii,Tenderness,"October 6, 2017",40,78,76
Ibeyi,Ash,"September 29, 2017",39,78,76
Thurston Moore,Rock N Roll Consciousness,"April 28, 2017",17,78,76
Ikonika,Distractions,"June 2, 2017",22,78,76
21 Savage,Without Warning,"October 31, 2017",44,78,76
Ho99o9,United States of Horror,"May 5, 2017",18,78,76
Wolf Eyes,Undertow,"March 24, 2017",12,78,76
Baxter Dury,Prince of Tears,"October 27, 2017",43,78,76
Circa Waves,Different Creatures,"March 10, 2017",10,78,76
A Giant Dog,Toy,"August 25, 2017",34,78,76
Peter Silberman,Impermanence,"February 24, 2017",8,78,76
Timber Timbre,"Sincerely, Future Pollution","April 7, 2017",14,78,76
John Maus,Screen Memories,"October 27, 2017",43,78,76
Dizzee Rascal,Raskit,"July 21, 2017",29,78,76
Grails,Chalice Hymnal,"February 17, 2017",7,78,76
Mura Masa,Mura Masa,"July 14, 2017",28,78,76
The Bug,Concrete Desert,"March 24, 2017",12,78,76
Destroyer,Ken,"October 20, 2017",42,78,76
Pere Ubu,20 Years in a Montana Missile Silo,"September 29, 2017",39,78,76
Ted Leo,The Hanged Man,"September 8, 2017",36,78,76
Downtown Boys,Cost of Living,"August 11, 2017",32,78,76
Nikki Lane,Highway Queen,"February 17, 2017",7,78,76
Avec le Soleil Sortant de Sa Bouche,"Pas Pire Pop, I Love You So Much","January 20, 2017",3,78,76
This Is the Kit,Moonshine Freeze,"July 7, 2017",27,78,76
Clark,Death Peak,"April 7, 2017",14,78,76
Future,HNDRXX,"February 24, 2017",8,75,0
Justin Townes Earle,Kids In The Street,"May 26, 2017",21,75,0
Bibio,Phantom Brickworks,"November 3, 2017",44,75,0
John Carpenter,Anthology: Movie Themes 1974-1998,"October 20, 2017",42,75,0
Melkbelly,Nothing Valley,"October 13, 2017",41,75,0
Carl Craig,Versus,"May 5, 2017",18,75,0
The New Pornographers,Whiteout Conditions,"April 7, 2017",14,75,0
Hercules & Love Affair,Omnion,"September 1, 2017",35,75,0
"Bonnie ""Prince"" Billy",Best Troubador,"May 5, 2017",18,75,0
Mary Epworth,Elytral,"September 1, 2017",35,75,0
Happyness,Write In,"April 7, 2017",14,75,0
Mastodon,Emperor of Sand,"March 31, 2017",13,75,0
British Sea Power,Let the Dancers Inherit the Party,"March 31, 2017",13,75,0
Xiu Xiu,Forget,"February 24, 2017",8,75,0
Chad VanGaalen,Light Information,"September 8, 2017",36,75,0
METZ,Strange Peace,"September 22, 2017",38,75,0
Pulled Apart by Horses,The Haze,"March 17, 2017",11,75,0
Amber Coffman,City of No Reply,"June 2, 2017",22,75,0
Lana Del Rey,Lust for Life,"July 21, 2017",29,75,0
John Mellencamp,Sad Clowns & Hillbillies,"April 28, 2017",17,75,0
Ty Dolla $ign,Beach House III,"October 27, 2017",43,75,0
Shabazz Palaces,Quazarz vs. The Jealous Machines,"July 14, 2017",28,75,0
Bitchin Bajas,Bajas Fresh,"November 17, 2017",46,75,0
Boris,Dear,"July 14, 2017",28,75,0
JD McPherson,Undivided Heart & Soul,"October 6, 2017",40,75,0
AFI,AFI (The Blood Album),"January 20, 2017",3,75,0
Dirty Projectors,Dirty Projectors,"February 21, 2017",8,75,0
Nabihah Iqbal,Weighing of the Heart,"December 1, 2017",48,75,0
Peter Oren,Anthropocene,"November 10, 2017",45,75,0
Lee Ann Womack,"The Lonely, The Lonesome & The Gone","October 27, 2017",43,75,0
Dutch Uncles,Big Balloon,"February 17, 2017",7,75,0
Steven Wilson,To the Bone,"August 18, 2017",33,75,0
Princess Nokia,1992 Deluxe,"September 8, 2017",36,75,0
John Murry,A Short History of Decay,"July 21, 2017",29,75,0
Shabazz Palaces,Quazarz: Born on a Gangster Star,"July 14, 2017",28,75,0
Gorillaz,Humanz,"April 28, 2017",17,75,0
Quicksand,Interiors,"November 10, 2017",45,75,0
Future Islands,The  Far Field,"April 7, 2017",14,75,0
Citizen,As You Please,"October 6, 2017",40,75,0
Daniele Luppi,Milano,"October 27, 2017",43,75,0
Tift Merritt,Stitch of the World,"January 27, 2017",4,75,0
Public Service Broadcasting,Every Valley,"July 7, 2017",27,75,0
Sløtface,Try Not To Freak Out,"September 15, 2017",37,75,0
Bonobo,Migration,"January 13, 2017",2,75,0
Karl Blau,Out Her Space,"November 17, 2017",46,75,0
The Barr Brothers,Queens of the Breakers,"October 13, 2017",41,75,0
Gabriella Cohen,Full Closure and No Details,"March 17, 2017",11,75,0
Gucci Mane,Mr. Davis,"October 13, 2017",41,75,0
Hoops,Routines,"May 5, 2017",18,75,0
The Drums,Abysmal Thoughts,"June 16, 2017",24,75,0
Wire,Silver/Lead,"April 7, 2017",14,75,0
Katie von Schleicher,Shitty Hits,"July 28, 2017",30,75,0
Original Soundtrack,The Bob's Burgers Music Album [Original Television Soundtrack],"May 12, 2017",19,75,0
Son Volt,Notes of Blue,"February 17, 2017",7,75,0
Rostam,Half-Light,"September 15, 2017",37,75,0
Boss Hog,Brood X,"March 24, 2017",12,75,0
Alvvays,Antisocialites,"September 8, 2017",36,75,0
Holly Macve,Golden Eagle,"March 3, 2017",9,75,0
Grandaddy,Last Place,"March 3, 2017",9,75,0
Pissed Jeans,Why Love Now,"February 24, 2017",8,75,0
Noel Gallagher's High Flying Birds,Who Built the Moon?,"November 24, 2017",47,75,0
Julia Holter,In the Same Room,"March 31, 2017",13,75,0
Freddie Gibbs,You Only Live 2wice,"March 31, 2017",13,75,0
Kehlani,SweetSexySavage,"January 27, 2017",4,75,0
Broken Social Scene,Hug of Thunder,"July 7, 2017",27,75,0
Blondes,Warmth,"August 11, 2017",32,75,0
Why?,Moh Lhean,"March 3, 2017",9,75,0
Teen Daze,Themes for Dying Earth,"February 10, 2017",6,75,0
Floating Points,Reflections: Mojave Desert,"June 30, 2017",26,75,0
Tori Amos,Native Invader,"September 8, 2017",36,75,0
Penguin Cafe,The Imperfect Sea,"May 5, 2017",18,75,0
Tycho,Epoch,"January 20, 2017",3,75,0
David Crosby,Sky Trails,"September 29, 2017",39,75,0
Laraaji,Bring on the Sun,"September 22, 2017",38,75,0
Rise Against,Wolves,"June 9, 2017",23,75,0
Children of Alice,Children of Alice,"February 24, 2017",8,75,0
Godspeed You! Black Emperor,Luciferian Towers,"September 22, 2017",38,75,0
The Districts,Popular Manipulations,"August 11, 2017",32,75,0
BNQT,Volume 1,"April 28, 2017",17,75,0
Ruthie Foster,Joy Comes Back,"March 24, 2017",12,75,0
Wand,Plum,"September 22, 2017",38,75,0
Dead Cross,Dead Cross,"August 4, 2017",31,75,0
Deer Tick,"Deer Tick, Vol. 2","September 15, 2017",37,75,0
Paul Heaton,Crooked Calypso,"July 21, 2017",29,75,0
Faust,Fresh Air,"May 5, 2017",18,75,0
Cherry Glazerr,Apocalipstick,"January 20, 2017",3,75,0
The Brian Jonestown Massacre,Don't Get Lost,"February 24, 2017",8,75,0
Wolves in the Throne Room,Thrice Woven,"September 22, 2017",38,75,0
Dropkick Murphys,11 Short Stories Of Pain & Glory,"January 6, 2017",1,75,0
Action Bronson,Blue Chips 7000,"August 25, 2017",34,75,0
Foxygen,Hang,"January 20, 2017",3,75,0
Kllo,Backwater,"October 20, 2017",42,75,0
Declan McKenna,What Do You Think About the Car?,"July 21, 2017",29,75,0
Real Estate,In Mind,"March 17, 2017",11,75,0
Mark Mulcahy,The Possum in the Driveway,"April 28, 2017",17,75,0
Special Request,Belief System,"October 27, 2017",43,75,0
Steve Earle & the Dukes,So You Wannabe an Outlaw,"June 16, 2017",24,75,0
The Big Moon,Love in the 4th Dimension,"April 7, 2017",14,75,0
Cigarettes After Sex,Cigarettes After Sex,"June 9, 2017",23,75,0
PVT,New Spirit,"February 17, 2017",7,75,0
Throwing Snow,Embers,"January 20, 2017",3,72,79
Peaking Lights,The Fifth State of Consciousness,"June 2, 2017",22,72,79
Sylvan Esso,What Now,"April 28, 2017",17,72,79
Molly Burch,Please Be Mine,"February 17, 2017",7,72,79
The Black Angels,Death Song,"April 21, 2017",16,72,79
Lil Uzi Vert,Luv Is Rage 2,"August 25, 2017",34,72,79
Dan Auerbach,Waiting on a Song,"June 2, 2017",22,72,79
Brian Eno,Reflection,"January 1, 2017",52,72,79
Spinning Coin,Permo,"November 10, 2017",45,72,79
The Blow,Brand New Abyss,"September 22, 2017",38,72,79
The Used,The  Canyon,"October 27, 2017",43,72,79
Shelby Lynne,Not Dark Yet,"August 18, 2017",33,72,79
Joey Bada$$,All-Amerikkkan Bada$$,"April 7, 2017",14,72,79
Ben Frost,The Centre Cannot Hold,"September 29, 2017",39,72,79
Luna,A Sentimental Education,"September 22, 2017",38,72,79
Emily Haines & the Soft Skeleton,Choir of the Mind,"September 15, 2017",37,72,79
Portico Quartet,Art in the Age of Automation,"August 25, 2017",34,72,79
Guided by Voices,How Do You Spell Heaven,"August 11, 2017",32,72,79
Soccer Mommy,Collection,"August 4, 2017",31,72,79
Lydia Ainsworth,Darling of the Afterglow,"March 31, 2017",13,72,79
The Courtneys,The Courtneys II,"February 17, 2017",7,72,79
Fazerdaze,Morningside,"May 5, 2017",18,72,79
Mr. Mitch,Devout,"April 21, 2017",16,72,79
A Winged Victory for the Sullen,Iris [Original Motion Picture Soundtrack],"January 13, 2017",2,72,79
Childhood,Universal High,"July 21, 2017",29,72,79
Dhani Harrison,IN///PARALLEL,"October 6, 2017",40,72,79
Omni,Multi-Task,"September 22, 2017",38,72,79
Bash & Pop,Anything Could Happen,"January 20, 2017",3,72,79
Will Stratton,Rosewood Almanac,"May 12, 2017",19,72,79
Beth Ditto,Fake Sugar,"June 16, 2017",24,72,79
Goldfrapp,Silver Eye,"March 31, 2017",13,72,79
Living Colour,Shade,"September 8, 2017",36,72,79
Gary Numan,Savage (Songs from a Broken World),"September 15, 2017",37,72,79
Mew,Visuals,"April 28, 2017",17,72,79
Spiral Stairs,Doris & the Daggers,"March 24, 2017",12,72,79
Depeche Mode,Spirit,"March 17, 2017",11,72,79
Jeff Tweedy,Together At Last,"June 23, 2017",25,72,79
Lindstrøm,It's Alright Between Us as It Is,"October 20, 2017",42,72,79
Cindy Wilson,Change,"December 1, 2017",48,72,79
Sinkane,Life & Livin' It,"February 10, 2017",6,72,79
N.E.R.D,No One Ever Really Dies,"December 15, 2017",50,72,79
Golden Teacher,No Luscious Life,"November 3, 2017",44,72,79
Tom Rogerson,Finding Shore,"December 8, 2017",49,72,79
Bully,Losing,"October 20, 2017",42,72,79
Enter Shikari,The Spark,"September 22, 2017",38,72,79
Austra,Future Politics,"January 20, 2017",3,72,79
Frank Carter & the Rattlesnakes,Modern Ruin,"January 20, 2017",3,72,79
Electric Wizard,Wizard Bloody Wizard,"November 17, 2017",46,72,79
Rat Boy,Scum,"August 11, 2017",32,72,79
The Charlatans UK,Different Days,"May 26, 2017",21,72,79
Cornelius,Mellow Waves,"July 21, 2017",29,72,79
