artist,album,date,week_num,meta_score,user_score
Bob Dylan,Love And Theft,"September 11, 2001",37,75,0
Los Super Seven,Canto,"March 13, 2001",11,75,0
The Strokes,Is This It?,"October 9, 2001",41,75,0
The Avalanches,Since I Left You,"November 6, 2001",45,75,0
Missy Elliott,Miss E... So Addictive,"May 15, 2001",20,75,0
John Hammond,Wicked Grin,"March 13, 2001",11,75,0
Björk,Vespertine,"August 28, 2001",35,75,0
Jay-Z,The Blueprint,"September 11, 2001",37,75,0
Unwound,Leaves Turn Inside You,"April 17, 2001",16,75,0
Fugazi,The Argument,"October 16, 2001",42,75,0
Hood,Cold House,"November 13, 2001",46,75,0
Low,Things We Lost In The Fire,"February 6, 2001",6,75,0
Sigur Rós,Ágætis Byrjun,"May 15, 2001",20,75,0
Gillian Welch,Time (The Revelator),"July 31, 2001",31,75,0
Labradford,Fixed::Context [EP],"February 20, 2001",8,75,0
Bill Frisell,Blues Dream,"January 30, 2001",5,75,0
The White Stripes,White Blood Cells,"July 3, 2001",27,75,0
Dolly Parton,Little Sparrow,"January 23, 2001",4,75,0
David Holmes,Ocean's Eleven OST,"December 4, 2001",49,75,0
Nick Lowe,The Convincer,"September 11, 2001",37,75,0
The Coup,Party Music,"November 6, 2001",45,75,0
Spoon,Girls Can Tell,"February 20, 2001",8,75,0
Four Tet,Pause,"October 2, 2001",40,75,0
Tenacious D,Tenacious D,"September 25, 2001",39,75,0
Red House Painters,Old Ramon,"April 10, 2001",15,75,0
The Dismemberment Plan,Change,"October 23, 2001",43,75,0
Guided by Voices,Isolation Drills,"April 3, 2001",14,75,0
The Lilac Time,lilac6,"October 9, 2001",41,75,0
Mouse on Mars,Idiology,"April 24, 2001",17,75,0
Bilal,1st Born Second,"July 17, 2001",29,75,0
Rufus Wainwright,Poses,"June 5, 2001",23,75,0
Clinic,Internal Wrangler,"September 18, 2001",38,75,0
Stephen Malkmus,Stephen Malkmus,"February 13, 2001",7,75,0
Amy Ray,Stag,"March 6, 2001",10,75,0
Basement Jaxx,Rooty,"June 26, 2001",26,75,0
Autechre,Confield,"May 15, 2001",20,75,0
Lucinda Williams,Essence,"June 5, 2001",23,75,0
Beulah,The Coast Is Never Clear,"September 11, 2001",37,75,0
Bardo Pond,Dilate,"April 24, 2001",17,75,0
Black Box Recorder,The Facts Of Life,"March 20, 2001",12,75,0
Suzanne Vega,Songs In Red And Gray,"September 25, 2001",39,75,0
Kristin Hersh,Sunny Border Blue,"March 6, 2001",10,75,0
Ladytron,604,"February 13, 2001",7,75,0
Sparklehorse,It's a Wonderful Life,"August 28, 2001",35,75,0
Tindersticks,Can Our Love...,"July 3, 2001",27,75,0
Plaid,Double Figure,"May 29, 2001",22,75,0
Jim O'Rourke,Insignificance,"November 20, 2001",47,75,0
Mercury Rev,All Is Dream,"September 11, 2001",37,75,0
Ron Sexsmith,Blue Boy,"June 5, 2001",23,75,0
Slayer,God Hates Us All,"September 11, 2001",37,75,0
Matmos,A Chance To Cut Is A Chance To Cure,"March 13, 2001",11,75,0
Built to Spill,Ancient Melodies Of The Future,"July 10, 2001",28,75,0
Gorky's Zygotic Mynci,How I Long To Feel That Summer In My Heart,"September 18, 2001",38,75,0
Nick Cave & the Bad Seeds,No More Shall We Part,"April 10, 2001",15,75,0
Lemon Jelly,lemonjelly.ky,"April 10, 2001",15,75,0
Sam Phillips,Fan Dance,"July 31, 2001",31,75,0
Mark Kozelek,What's Next To The Moon,"February 20, 2001",8,75,0
Natalie Merchant,Motherland,"November 13, 2001",46,75,0
R.L. Burnside,Burnside On Burnside,"October 23, 2001",43,75,0
Ryan Adams,Gold,"September 25, 2001",39,75,0
Fugu,Fugu1,"September 4, 2001",36,75,0
Maxwell,Now,"August 14, 2001",33,75,0
Ani DiFranco,Revelling/Reckoning,"April 10, 2001",15,75,0
Tortoise,Standards,"February 20, 2001",8,75,0
Le Tigre,Feminist Sweepstakes,"October 16, 2001",42,75,0
Money Mark,Change Is Coming,"September 18, 2001",38,75,0
Alicia Keys,Songs In A Minor,"June 5, 2001",23,75,0
Circulatory System,Circulatory System,"August 28, 2001",35,75,0
The Divine Comedy,Regeneration,"November 6, 2001",45,75,0
Rocket From The Crypt,Group Sounds,"March 6, 2001",10,75,0
Mary J. Blige,No More Drama,"August 28, 2001",35,75,0
Beta Band,Hot Shots II,"July 17, 2001",29,75,0
Busta Rhymes,Genesis,"November 13, 2001",46,75,0
Garth Brooks,Scarecrow,"November 13, 2001",46,75,0
Beachwood Sparks,Once We Were Trees,"October 9, 2001",41,75,0
