artist,album,date,week_num,meta_score,user_score
The Streets,Original Pirate Material,"October 22, 2002",43,76,0
Tom Waits,Alice,"May 7, 2002",19,76,0
Queens of the Stone Age,Songs For The Deaf,"August 27, 2002",35,76,0
Spoon,Kill The Moonlight,"August 20, 2002",34,76,0
Wilco,Yankee Hotel Foxtrot,"April 23, 2002",17,76,0
The Roots,Phrenology,"November 26, 2002",48,76,0
Iron & Wine,The Creek Drank The Cradle,"September 24, 2002",39,76,0
Super Furry Animals,Rings Around The World,"March 19, 2002",12,76,0
24 Hour Party People,OST,"August 6, 2002",32,76,0
Solomon Burke,Don't Give Up On Me,"July 23, 2002",30,76,0
Songs: Ohia,Didn't It Rain,"March 5, 2002",10,76,0
...And You Will Know Us by the Trail of Dead,Source Tags & Codes,"February 26, 2002",9,76,0
Sleater-Kinney,One Beat,"August 20, 2002",34,76,0
Doves,The Last Broadcast,"June 4, 2002",23,76,0
Boards of Canada,Geogaddi,"February 19, 2002",8,76,0
They Might Be Giants,No!,"June 11, 2002",24,76,0
Out Hud,S.T.R.E.E.T. D.A.D.,"November 19, 2002",47,76,0
The Hives,Veni Vidi Vicious,"April 30, 2002",18,76,0
Tom Waits,Blood Money,"May 7, 2002",19,76,0
The Flaming Lips,Yoshimi Battles The Pink Robots,"July 16, 2002",29,76,0
The Polyphonic Spree,The Beginning Stages Of...,"June 4, 2002",23,76,0
Pulp,We Love Life,"August 20, 2002",34,76,0
Ron Sexsmith,Cobblestone Runway,"October 8, 2002",41,76,0
N.E.R.D,In Search Of... [Second Version],"March 12, 2002",11,76,0
Hayden,Skyscraper National Park,"March 12, 2002",11,76,0
Sigur Rós,(),"October 29, 2002",44,76,0
Neko Case,Blacklisted,"August 20, 2002",34,76,0
Me'Shell Ndegéocello,Cookie: The Anthropological Mix Tape,"June 4, 2002",23,76,0
Bruce Springsteen & The E Street Band,The Rising,"July 30, 2002",31,76,0
Norah Jones,Come Away With Me,"February 26, 2002",9,76,0
Mekons,OOOH! (Out Of Our Heads),"August 20, 2002",34,76,0
Cornelius,Point,"January 22, 2002",4,76,0
16 Horsepower,Folklore,"August 6, 2002",32,76,0
Sonic Youth,Murray Street,"June 25, 2002",26,76,0
Elbow,Asleep In The Back,"January 22, 2002",4,76,0
Missy Elliott,Under Construction,"November 12, 2002",46,76,0
Lemon Jelly,Lost Horizons,"October 8, 2002",41,76,0
Interpol,Turn On The Bright Lights,"August 20, 2002",34,76,0
DJ Shadow,The Private Press,"June 4, 2002",23,76,0
Nas,The Lost Tapes,"September 24, 2002",39,76,0
Röyksopp,Melody A.M.,"October 15, 2002",42,76,0
