artist,album,date,week_num,meta_score,user_score
Serge Gainsbourg,Histoire de Melody Nelson,"March 24, 2009",13,79,80
Nirvana,Live At Reading,"November 3, 2009",45,79,80
Woody Guthrie,My Dusty Road,"August 25, 2009",35,79,80
Animal Collective,Merriweather Post Pavilion,"January 20, 2009",4,79,80
Raekwon,Only Built 4 Cuban Linx... Pt. II,"September 8, 2009",37,79,80
Sunn O))),Monoliths & Dimensions,"May 26, 2009",22,79,80
Baroness,Blue Record,"October 13, 2009",42,79,80
Vijay Iyer Trio,Historicity,"October 13, 2009",42,79,80
The xx,xx,"October 6, 2009",41,79,80
Amadou & Mariam,Welcome To Mali,"March 24, 2009",13,79,80
Blur,Midlife: A Beginner's Guide To Blur,"July 28, 2009",31,79,80
Memory Tapes,Seek Magic,"November 9, 2009",46,79,80
Maxwell,BLACKsummers'night,"July 7, 2009",28,79,80
Nirvana,Bleach: Deluxe Edition,"November 3, 2009",45,79,80
Grizzly Bear,Veckatimest,"May 26, 2009",22,79,80
Dirty Projectors,Bitte Orca,"June 9, 2009",24,79,80
Manic Street Preachers,Journal For Plague Lovers,"September 15, 2009",38,79,80
Miranda Lambert,Revolution,"September 29, 2009",40,79,80
The Vaselines,Enter The Vaselines,"May 5, 2009",19,79,80
Mount Eerie,Wind's Poem,"August 18, 2009",34,79,80
The Felice Brothers,Yonder Is The Clock,"April 7, 2009",15,79,80
Levon Helm,Electric Dirt,"June 30, 2009",27,79,80
Animal Collective,Fall Be Kind [EP],"December 15, 2009",51,79,80
Pearl Jam,Ten [Reissue],"March 24, 2009",13,79,80
Tinariwen,Imidiwan: Companions,"June 29, 2009",27,79,80
Super Furry Animals,Dark Days/Light Years,"April 21, 2009",17,79,80
Fuck Buttons,Tarot Sport,"October 20, 2009",43,79,80
DM Stith,Heavy Ghost,"March 10, 2009",11,79,80
UGK,UGK 4 Life,"March 31, 2009",14,79,80
Wild Beasts,Two Dancers,"September 8, 2009",37,79,80
Todd Snider,The Excitement Plan,"June 9, 2009",24,79,80
Brother Ali,Us,"September 22, 2009",39,79,80
Allen Toussaint,The Bright Mississippi,"April 21, 2009",17,79,80
The Antlers,Hospice,"August 18, 2009",34,79,80
Yoko Ono Plastic Ono Band,Between My Head and the Sky,"September 22, 2009",39,79,80
DJ Quik & Kurupt,Blaqkout,"June 9, 2009",24,79,80
The-Dream,Love vs Money,"March 10, 2009",11,79,80
Mountains,Choral,"February 17, 2009",8,79,80
Zu,Carboniferous,"February 17, 2009",8,79,80
Nosaj Thing,Drift,"June 9, 2009",24,79,80
Mirah,(a)spera,"March 10, 2009",11,79,80
Taken by Trees,East Of Eden,"September 8, 2009",37,79,80
Nick Cave & Warren Ellis,White Lunar,"September 22, 2009",39,79,80
Mastodon,Crack The Skye,"March 24, 2009",13,79,80
David Bazan,Curse Your Branches,"September 1, 2009",36,79,80
James Blackshaw,The Glass Bead Game,"May 26, 2009",22,79,80
Phoenix,Wolfgang Amadeus Phoenix,"May 26, 2009",22,79,80
