artist,album,date,week_num,meta_score,user_score
Ali Farka Toure,Savane,"July 25, 2006",30,79,88
Tom Waits,"Orphans: Brawlers, Bawlers & Bastards","November 21, 2006",47,79,88
Bob Dylan,Modern Times,"August 29, 2006",35,79,88
Clipse,Hell Hath No Fury,"November 28, 2006",48,79,88
TV on the Radio,Return To Cookie Mountain,"September 12, 2006",37,79,88
Destroyer,Destroyer's Rubies,"February 21, 2006",8,79,88
Ghostface Killah,Fishscale,"March 28, 2006",13,79,88
Los Lobos,The Town And The City,"September 12, 2006",37,79,88
The DFA,DFA Remixes: Chapter 1,"April 4, 2006",14,79,88
Tom Zé,Estudando o Pagode,"April 11, 2006",15,79,88
Howe Gelb,'Sno Angel Like You,"March 21, 2006",12,79,88
Neko Case,Fox Confessor Brings The Flood,"March 7, 2006",10,79,88
Subtle,For Hero: For Fool,"October 3, 2006",40,79,88
Scott Walker,The Drift,"May 23, 2006",21,79,88
Yo La Tengo,I Am Not Afraid Of You And I Will Beat Your Ass,"September 12, 2006",37,79,88
The Hold Steady,Boys And Girls In America,"October 3, 2006",40,79,88
Joanna Newsom,Ys,"November 14, 2006",46,79,88
Serena-Maneesh,Serena-Maneesh,"May 9, 2006",19,79,88
J Dilla aka Jay Dee,Donuts,"February 7, 2006",6,79,88
Rosanne Cash,Black Cadillac,"January 24, 2006",4,79,88
Brian Eno + David Byrne,My Life In The Bush Of Ghosts [2006 Version],"April 11, 2006",15,79,88
The Decemberists,The Crane Wife,"October 3, 2006",40,79,88
Josef K,Entomology,"November 21, 2006",47,79,88
The Thermals,"The Body, The Blood, The Machine","August 22, 2006",34,79,88
"Bonnie ""Prince"" Billy",The Letting Go,"September 19, 2006",38,79,88
Lupe Fiasco,Food & Liquor,"September 19, 2006",38,79,88
The Roots,Game Theory,"August 29, 2006",35,79,88
The Beatles,Love,"November 21, 2006",47,79,88
Alan Jackson,Like Red On A Rose,"September 26, 2006",39,79,88
Art Brut,Bang Bang Rock & Roll,"May 9, 2006",19,79,88
Solomon Burke,Nashville,"September 26, 2006",39,79,88
Donald Fagen,Morph The Cat,"March 14, 2006",11,79,88
Mastodon,Blood Mountain,"September 12, 2006",37,79,88
Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not","February 21, 2006",8,79,88
Johnny Cash,American V: A Hundred Highways,"July 4, 2006",27,79,88
Charalambides,A Vintage Burden,"May 30, 2006",22,79,88
Vitalic,OK Cowboy,"February 21, 2006",8,79,88
Vince Gill,These Days,"October 17, 2006",42,79,88
Bruce Springsteen,We Shall Overcome: The Seeger Sessions,"April 25, 2006",17,79,88
Sonic Youth,Rather Ripped,"June 13, 2006",24,79,88
Aphex Twin,Chosen Lords,"April 18, 2006",16,79,88
The Paper Chase,Now You Are One Of Us,"June 6, 2006",23,79,88
Graham Coxon,Love Travels At Illegal Speeds,"March 13, 2006",11,79,88
Matthew Herbert,Scale,"May 30, 2006",22,79,88
Joseph Arthur,Nuclear Daydream,"September 19, 2006",38,79,88
Comets On Fire,Avatar,"August 8, 2006",32,79,88
Stuart A. Staples,Leaving Songs,"June 20, 2006",25,79,88
Built to Spill,You In Reverse,"April 11, 2006",15,79,88
Aceyalone,Magnificent City,"February 7, 2006",6,79,88
Alejandro Escovedo,The Boxing Mirror,"May 2, 2006",18,79,88
Lambchop,Damaged,"August 22, 2006",34,79,88
Mission of Burma,The Obliterati,"May 23, 2006",21,79,88
M. Ward,Post-War,"August 22, 2006",34,79,88
Mono,You Are There,"April 11, 2006",15,79,88
Matmos,The Rose Has Teeth In The Mouth Of A Beast,"May 9, 2006",19,79,88
Sunset Rubdown,Shut Up I Am Dreaming,"May 2, 2006",18,79,88
Portastatic,Be Still Please,"October 10, 2006",41,79,88
Gnarls Barkley,St. Elsewhere,"May 9, 2006",19,79,88
Guillemots,Through The Windowpane,"July 10, 2006",28,79,88
Sway,This Is My Demo,"February 6, 2006",6,79,88
Various Artists,Congotronics 2: Buzz'N'Rumble From The Urb'N'Jungle,"February 21, 2006",8,79,88
J Dilla aka Jay Dee,The Shining,"August 22, 2006",34,79,88
Islands,Return To The Sea,"April 4, 2006",14,79,88
Mylo,Destroy Rock & Roll,"February 7, 2006",6,79,88
Arab Strap,The Last Romance,"February 21, 2006",8,79,88
Boris,Pink,"May 16, 2006",20,79,88
Jon Auer,Songs From The Year Of Our Demise,"May 2, 2006",18,79,88
Regina Spektor,Begin To Hope,"June 13, 2006",24,79,88
Cat Power,The Greatest,"January 24, 2006",4,79,88
Cadence Weapon,Breaking Kayfabe,"November 28, 2006",48,79,88
Beirut,Gulag Orkestar,"May 9, 2006",19,79,88
