artist,album,date,week_num,meta_score,user_score
Nick Cave & the Bad Seeds,Ghosteen,"October 4, 2019",40,82,0
Weyes Blood,Titanic Rising,"April 5, 2019",14,82,0
Little Simz,Grey Area,"March 1, 2019",9,82,0
Baroness,Gold & Grey,"June 14, 2019",24,82,0
Raphael Saadiq,Jimmy Lee,"August 23, 2019",34,82,0
Rapsody,Eve,"August 23, 2019",34,82,0
Dave,Psychodrama,"March 8, 2019",10,82,0
Michael Kiwanuka,Kiwanuka,"November 1, 2019",44,82,0
Jamila Woods,LEGACY! LEGACY!,"May 10, 2019",19,82,0
Angel Olsen,All Mirrors,"October 4, 2019",40,82,0
Solange,When I Get Home,"March 1, 2019",9,82,0
Slipknot,We Are Not Your Kind,"August 9, 2019",32,82,0
Refused,War Music,"October 18, 2019",42,82,0
Lingua Ignota,Caligula,"July 19, 2019",29,82,0
Aldous Harding,Designer,"April 26, 2019",17,82,0
FKA twigs,Magdalene,"November 8, 2019",45,82,0
Brittany Howard,Jaime,"September 20, 2019",38,82,0
Freddie Gibbs,Bandana,"June 28, 2019",26,82,0
Bill Callahan,Shepherd in a Sheepskin Vest,"June 14, 2019",24,82,0
Big Thief,U.F.O.F.,"May 3, 2019",18,82,0
Cate Le Bon,Reward,"May 24, 2019",21,82,0
Purple Mountains,Purple Mountains,"July 12, 2019",28,82,0
Lana Del Rey,Norman Fucking Rockwell!,"August 30, 2019",35,82,0
Sharon Van Etten,Remind Me Tomorrow,"January 18, 2019",3,82,0
Ariana Grande,"thank u, next","February 8, 2019",6,82,0
Bobby Krlic,Midsommar [Original Motion Picture Soundtrack],"July 5, 2019",27,82,0
(Sandy) Alex G,House of Sugar,"September 13, 2019",37,82,0
Fontaines D.C.,Dogrel,"April 12, 2019",15,82,0
Chai,Punk,"March 15, 2019",11,82,0
Rhiannon Giddens,There is No Other,"May 3, 2019",18,82,0
Edwyn Collins,Badbea,"March 29, 2019",13,82,0
PUP,Morbid Stuff,"April 5, 2019",14,82,0
Denzel Curry,ZUU,"May 31, 2019",22,82,0
