artist,album,date,meta_score,user_score
Colleen,"A  Flame My Love, a Frequency","October 20, 2017",80,0
Mark Eitzel,Hey Mr Ferryman,"January 27, 2017",80,71
Visible Cloaks,Reassemblage,"February 17, 2017",80,74
Robyn Hitchcock,Robyn Hitchcock,"April 21, 2017",80,79
Susanne Sundfør,Music for People in Trouble,"August 25, 2017",80,87
Kevin Morby,City Music,"June 16, 2017",80,75
Girlpool,Powerplant,"May 12, 2017",80,74
Original Soundtrack,T2: Trainspotting [Original Motion Picture Soundtrack],"February 3, 2017",80,0
Colin Stetson,All This I Do for Glory,"April 28, 2017",80,79
Alison Moyet,Other,"June 16, 2017",80,70
Benjamin Clementine,I Tell a Fly,"October 6, 2017",80,78
Anathema,The Optimist,"June 9, 2017",80,81
Marika Hackman,I'm Not Your Man,"June 2, 2017",80,78
Chuck Prophet,Bobby Fuller Died for Your Sins,"February 10, 2017",80,79
Manchester Orchestra,A Black Mile to the Surface,"July 28, 2017",79,83
Drake,More Life [Mixtape],"March 18, 2017",79,68
Willie Nelson,God's Problem Child,"April 28, 2017",79,88
The Heliocentrics,A  World of Masks,"May 26, 2017",79,80
Japandroids,Near to the Wild Heart of Life,"January 27, 2017",79,77
The Afghan Whigs,In Spades,"May 5, 2017",79,69
Mick Harvey,Intoxicated Women,"January 20, 2017",79,68
Torres,Three Futures,"September 29, 2017",79,73
Dent May,Across the Multiverse,"August 18, 2017",79,82
Makthaverskan,III,"October 20, 2017",79,0
Frankie Rose,Cage Tropical,"August 11, 2017",79,80
Ben Gibbard,Bandwagonesque,"July 28, 2017",79,74
Courtney Barnett,Lotta Sea Lice,"October 13, 2017",79,75
Mogwai,Every Country's Sun,"September 1, 2017",79,79
Low Cut Connie,"Dirty Pictures, Pt. 1","May 19, 2017",79,0
Sherwood & Pinch,Man vs. Sofa,"February 24, 2017",79,0
Lowly,Heba,"February 10, 2017",79,0
Girl Ray,Earl Grey,"August 4, 2017",79,68
Orchestra Baobab,Tribute to Ndiouga Dieng,"March 31, 2017",79,0
James Yorkston,Neuk Wight Delhi All-Stars,"April 7, 2017",79,0
Jacques Greene,Feel Infinite,"March 24, 2017",79,70
The Necks,Unfold,"February 10, 2017",79,0
Duke Garwood,Garden of Ashes,"February 3, 2017",79,74
Mac DeMarco,This Old Dog,"May 5, 2017",79,82
Ryan Adams,Prisoner,"February 17, 2017",79,80
Nite Jewel,Real High,"May 5, 2017",79,77
Diamanda Galás,All the Way,"March 24, 2017",79,0
R. Stevie Moore,Make It Be,"March 10, 2017",79,0
Bicep,Bicep,"September 1, 2017",79,85
Les Amazones d'Afrique,Republique Amazone,"March 31, 2017",79,0
Forest Swords,Compassion,"May 5, 2017",79,79
Old 97's,Graveyard Whistling,"February 24, 2017",79,84
Oh Sees,Orc,"August 25, 2017",79,82
Cloud Nothings,Life Without Sound,"January 27, 2017",79,76
Ariel Pink,Dedicated to Bobby Jameson,"September 15, 2017",79,80
Zola Jesus,Okovi,"September 8, 2017",79,78
Stars,There Is No Love in Fluorescent Light,"October 13, 2017",79,80
Migos,C U L T U R E,"January 27, 2017",79,74
Pixx,The Age of Anxiety,"June 2, 2017",79,81
Diet Cig,Swear I'm Good at This,"April 7, 2017",79,70
Kelly Lee Owens,Kelly Lee Owens,"March 24, 2017",79,80
Chastity Belt,I Used to Spend So Much Time Alone,"June 2, 2017",79,71
Saint Etienne,Home Counties,"June 2, 2017",79,71
Deerhoof,Mountain Moves,"September 8, 2017",79,80
Land of Talk,Life After Youth,"May 19, 2017",79,78
Ghostpoet,Dark Days + Canapés,"August 18, 2017",79,71
The New Year,Snow,"April 28, 2017",79,73
Ron Sexsmith,The Last Rider,"April 21, 2017",79,0
James Elkington,Wintres Woma,"June 30, 2017",79,0
Benjamin Booker,Witness,"June 2, 2017",79,66
White Reaper,The World's Best American Band,"April 7, 2017",79,78
Pharmakon,Contact,"March 31, 2017",79,67
Blue Hawaii,Tenderness,"October 6, 2017",78,80
Ibeyi,Ash,"September 29, 2017",78,81
Thurston Moore,Rock N Roll Consciousness,"April 28, 2017",78,77
Ikonika,Distractions,"June 2, 2017",78,0
21 Savage,Without Warning,"October 31, 2017",78,72
Ho99o9,United States of Horror,"May 5, 2017",78,80
Wolf Eyes,Undertow,"March 24, 2017",78,0
Baxter Dury,Prince of Tears,"October 27, 2017",78,73
Circa Waves,Different Creatures,"March 10, 2017",78,69
A Giant Dog,Toy,"August 25, 2017",78,85
Peter Silberman,Impermanence,"February 24, 2017",78,75
Timber Timbre,"Sincerely, Future Pollution","April 7, 2017",78,76
John Maus,Screen Memories,"October 27, 2017",78,76
Dizzee Rascal,Raskit,"July 21, 2017",78,69
Grails,Chalice Hymnal,"February 17, 2017",78,0
Mura Masa,Mura Masa,"July 14, 2017",78,78
The Bug,Concrete Desert,"March 24, 2017",78,0
Destroyer,Ken,"October 20, 2017",78,78
Pere Ubu,20 Years in a Montana Missile Silo,"September 29, 2017",78,0
Ted Leo,The Hanged Man,"September 8, 2017",78,82
Downtown Boys,Cost of Living,"August 11, 2017",78,73
Nikki Lane,Highway Queen,"February 17, 2017",78,86
Avec le Soleil Sortant de Sa Bouche,"Pas Pire Pop, I Love You So Much","January 20, 2017",78,0
This Is the Kit,Moonshine Freeze,"July 7, 2017",78,0
Clark,Death Peak,"April 7, 2017",78,76
Future,HNDRXX,"February 24, 2017",78,70
Justin Townes Earle,Kids In The Street,"May 26, 2017",78,0
Bibio,Phantom Brickworks,"November 3, 2017",78,69
John Carpenter,Anthology: Movie Themes 1974-1998,"October 20, 2017",78,0
Melkbelly,Nothing Valley,"October 13, 2017",78,75
Carl Craig,Versus,"May 5, 2017",78,0
The New Pornographers,Whiteout Conditions,"April 7, 2017",78,79
Hercules & Love Affair,Omnion,"September 1, 2017",78,77
"Bonnie ""Prince"" Billy",Best Troubador,"May 5, 2017",78,0
Mary Epworth,Elytral,"September 1, 2017",78,0
Happyness,Write In,"April 7, 2017",78,0
Mastodon,Emperor of Sand,"March 31, 2017",78,81
British Sea Power,Let the Dancers Inherit the Party,"March 31, 2017",78,78
Xiu Xiu,Forget,"February 24, 2017",78,80
Chad VanGaalen,Light Information,"September 8, 2017",78,0
METZ,Strange Peace,"September 22, 2017",78,77
Pulled Apart by Horses,The Haze,"March 17, 2017",78,0
Amber Coffman,City of No Reply,"June 2, 2017",78,75
Lana Del Rey,Lust for Life,"July 21, 2017",77,80
John Mellencamp,Sad Clowns & Hillbillies,"April 28, 2017",77,0
Ty Dolla $ign,Beach House III,"October 27, 2017",77,70
Shabazz Palaces,Quazarz vs. The Jealous Machines,"July 14, 2017",77,72
Bitchin Bajas,Bajas Fresh,"November 17, 2017",77,0
Boris,Dear,"July 14, 2017",77,0
JD McPherson,Undivided Heart & Soul,"October 6, 2017",77,0
AFI,AFI (The Blood Album),"January 20, 2017",77,65
Dirty Projectors,Dirty Projectors,"February 21, 2017",77,79
Nabihah Iqbal,Weighing of the Heart,"December 1, 2017",77,0
Peter Oren,Anthropocene,"November 10, 2017",77,0
Lee Ann Womack,"The Lonely, The Lonesome & The Gone","October 27, 2017",77,0
Dutch Uncles,Big Balloon,"February 17, 2017",77,73
Steven Wilson,To the Bone,"August 18, 2017",77,84
Princess Nokia,1992 Deluxe,"September 8, 2017",77,82
John Murry,A Short History of Decay,"July 21, 2017",77,0
Shabazz Palaces,Quazarz: Born on a Gangster Star,"July 14, 2017",77,75
Gorillaz,Humanz,"April 28, 2017",77,71
Quicksand,Interiors,"November 10, 2017",77,71
Future Islands,The  Far Field,"April 7, 2017",77,75
Citizen,As You Please,"October 6, 2017",77,72
Daniele Luppi,Milano,"October 27, 2017",77,70
Tift Merritt,Stitch of the World,"January 27, 2017",77,0
Public Service Broadcasting,Every Valley,"July 7, 2017",77,76
Sløtface,Try Not To Freak Out,"September 15, 2017",77,70
Bonobo,Migration,"January 13, 2017",77,79
Karl Blau,Out Her Space,"November 17, 2017",77,0
The Barr Brothers,Queens of the Breakers,"October 13, 2017",77,69
Gabriella Cohen,Full Closure and No Details,"March 17, 2017",77,0
Gucci Mane,Mr. Davis,"October 13, 2017",77,62
Hoops,Routines,"May 5, 2017",77,0
The Drums,Abysmal Thoughts,"June 16, 2017",77,83
Wire,Silver/Lead,"April 7, 2017",77,83
Katie von Schleicher,Shitty Hits,"July 28, 2017",77,0
Original Soundtrack,The Bob's Burgers Music Album [Original Television Soundtrack],"May 12, 2017",77,0
Son Volt,Notes of Blue,"February 17, 2017",77,71
Rostam,Half-Light,"September 15, 2017",77,73
Boss Hog,Brood X,"March 24, 2017",77,0
Alvvays,Antisocialites,"September 8, 2017",77,84
Holly Macve,Golden Eagle,"March 3, 2017",77,0
Grandaddy,Last Place,"March 3, 2017",76,79
Pissed Jeans,Why Love Now,"February 24, 2017",76,75
Noel Gallagher's High Flying Birds,Who Built the Moon?,"November 24, 2017",76,73
Julia Holter,In the Same Room,"March 31, 2017",76,78
Freddie Gibbs,You Only Live 2wice,"March 31, 2017",76,78
Kehlani,SweetSexySavage,"January 27, 2017",76,86
Broken Social Scene,Hug of Thunder,"July 7, 2017",76,81
Blondes,Warmth,"August 11, 2017",76,0
Why?,Moh Lhean,"March 3, 2017",76,73
Teen Daze,Themes for Dying Earth,"February 10, 2017",76,74
Floating Points,Reflections: Mojave Desert,"June 30, 2017",76,73
Tori Amos,Native Invader,"September 8, 2017",76,88
Penguin Cafe,The Imperfect Sea,"May 5, 2017",76,0
Tycho,Epoch,"January 20, 2017",76,71
David Crosby,Sky Trails,"September 29, 2017",76,0
Laraaji,Bring on the Sun,"September 22, 2017",76,0
Rise Against,Wolves,"June 9, 2017",76,82
Children of Alice,Children of Alice,"February 24, 2017",76,0
Godspeed You! Black Emperor,Luciferian Towers,"September 22, 2017",76,79
The Districts,Popular Manipulations,"August 11, 2017",76,77
BNQT,Volume 1,"April 28, 2017",76,71
Ruthie Foster,Joy Comes Back,"March 24, 2017",76,0
Wand,Plum,"September 22, 2017",76,60
Dead Cross,Dead Cross,"August 4, 2017",76,78
Deer Tick,"Deer Tick, Vol. 2","September 15, 2017",76,73
Paul Heaton,Crooked Calypso,"July 21, 2017",76,0
Faust,Fresh Air,"May 5, 2017",76,0
Cherry Glazerr,Apocalipstick,"January 20, 2017",76,82
The Brian Jonestown Massacre,Don't Get Lost,"February 24, 2017",76,73
Wolves in the Throne Room,Thrice Woven,"September 22, 2017",76,78
Dropkick Murphys,11 Short Stories Of Pain & Glory,"January 6, 2017",76,72
Action Bronson,Blue Chips 7000,"August 25, 2017",76,75
Foxygen,Hang,"January 20, 2017",76,80
Kllo,Backwater,"October 20, 2017",76,73
Declan McKenna,What Do You Think About the Car?,"July 21, 2017",76,85
Real Estate,In Mind,"March 17, 2017",76,77
Mark Mulcahy,The Possum in the Driveway,"April 28, 2017",75,0
Special Request,Belief System,"October 27, 2017",75,0
Steve Earle & the Dukes,So You Wannabe an Outlaw,"June 16, 2017",75,0
The Big Moon,Love in the 4th Dimension,"April 7, 2017",75,77
Cigarettes After Sex,Cigarettes After Sex,"June 9, 2017",75,85
PVT,New Spirit,"February 17, 2017",75,0
Throwing Snow,Embers,"January 20, 2017",75,78
Peaking Lights,The Fifth State of Consciousness,"June 2, 2017",75,0
Sylvan Esso,What Now,"April 28, 2017",75,75
Molly Burch,Please Be Mine,"February 17, 2017",75,72
The Black Angels,Death Song,"April 21, 2017",75,80
Lil Uzi Vert,Luv Is Rage 2,"August 25, 2017",75,71
Dan Auerbach,Waiting on a Song,"June 2, 2017",75,73
Brian Eno,Reflection,"January 1, 2017",75,76
Spinning Coin,Permo,"November 10, 2017",75,0
The Blow,Brand New Abyss,"September 22, 2017",75,0
The Used,The  Canyon,"October 27, 2017",75,74
Shelby Lynne,Not Dark Yet,"August 18, 2017",75,0
Joey Bada$$,All-Amerikkkan Bada$$,"April 7, 2017",75,81
Ben Frost,The Centre Cannot Hold,"September 29, 2017",75,80
Luna,A Sentimental Education,"September 22, 2017",75,0
Emily Haines & the Soft Skeleton,Choir of the Mind,"September 15, 2017",75,78
Portico Quartet,Art in the Age of Automation,"August 25, 2017",75,0
Guided by Voices,How Do You Spell Heaven,"August 11, 2017",75,0
Soccer Mommy,Collection,"August 4, 2017",75,0
Lydia Ainsworth,Darling of the Afterglow,"March 31, 2017",75,70
The Courtneys,The Courtneys II,"February 17, 2017",75,80
Fazerdaze,Morningside,"May 5, 2017",74,81
Mr. Mitch,Devout,"April 21, 2017",74,0
A Winged Victory for the Sullen,Iris [Original Motion Picture Soundtrack],"January 13, 2017",74,0
Childhood,Universal High,"July 21, 2017",74,0
Dhani Harrison,IN///PARALLEL,"October 6, 2017",74,88
Omni,Multi-Task,"September 22, 2017",74,75
Bash & Pop,Anything Could Happen,"January 20, 2017",74,0
Will Stratton,Rosewood Almanac,"May 12, 2017",74,0
Beth Ditto,Fake Sugar,"June 16, 2017",74,87
Goldfrapp,Silver Eye,"March 31, 2017",74,78
Living Colour,Shade,"September 8, 2017",74,0
Gary Numan,Savage (Songs from a Broken World),"September 15, 2017",74,71
Mew,Visuals,"April 28, 2017",74,72
Spiral Stairs,Doris & the Daggers,"March 24, 2017",74,0
Depeche Mode,Spirit,"March 17, 2017",74,76
Jeff Tweedy,Together At Last,"June 23, 2017",74,64
Lindstrøm,It's Alright Between Us as It Is,"October 20, 2017",74,0
Cindy Wilson,Change,"December 1, 2017",74,0
Sinkane,Life & Livin' It,"February 10, 2017",74,68
N.E.R.D,No One Ever Really Dies,"December 15, 2017",74,76
Golden Teacher,No Luscious Life,"November 3, 2017",74,0
Tom Rogerson,Finding Shore,"December 8, 2017",74,0
Bully,Losing,"October 20, 2017",74,66
Enter Shikari,The Spark,"September 22, 2017",74,80
Austra,Future Politics,"January 20, 2017",74,74
Frank Carter & the Rattlesnakes,Modern Ruin,"January 20, 2017",74,78
Electric Wizard,Wizard Bloody Wizard,"November 17, 2017",74,0
Rat Boy,Scum,"August 11, 2017",74,73
The Charlatans UK,Different Days,"May 26, 2017",74,72
Cornelius,Mellow Waves,"July 21, 2017",74,76
Coco Hames,Coco Hames,"March 31, 2017",74,0
Los Campesinos!,Sick Scenes,"February 24, 2017",74,75
Mary J. Blige,Strength of a Woman,"April 28, 2017",74,82
Johnny Flynn,Sillion,"March 24, 2017",74,75
Craig Finn,We All Want the Same Things,"March 24, 2017",73,73
Deer Tick,"Deer Tick, Vol. 1","September 15, 2017",73,0
Toro y Moi,Boo Boo,"July 7, 2017",73,78
Camille,OUÏ,"June 9, 2017",73,0
Mind Over Mirrors,Undying Color,"February 17, 2017",73,0
OCS,Memory of a Cut Off Head,"November 17, 2017",73,84
Ride,Weather Diaries,"June 16, 2017",73,74
San Fermin,Belong,"April 7, 2017",73,0
Imelda May,Life. Love. Flesh. Blood,"April 21, 2017",73,0
Jidenna,The  Chief,"February 17, 2017",73,75
Andrew Weatherall,Qualia,"September 29, 2017",73,0
Kingdom,Tears in the Club,"February 24, 2017",73,0
The Shins,Heartworms,"March 10, 2017",73,76
Liars,TFCF,"August 25, 2017",73,63
Flo Morrissey,"Gentlewoman, Ruby Man","January 13, 2017",73,64
Nathan Fake,Providence,"March 10, 2017",73,0
Filthy Friends,Invitation,"August 25, 2017",73,0
Baths,Romaplasm,"November 17, 2017",73,68
Minor Victories,Orchestral Variations,"January 27, 2017",73,0
Kelly Clarkson,Meaning of Life,"October 27, 2017",73,72
Nick Mulvey,Wake Up Now,"September 8, 2017",73,0
King Gizzard & the Lizard Wizard,Murder of the Universe,"June 23, 2017",73,76
Sam Amidon,The Following Mountain,"May 26, 2017",73,0
Lee Ranaldo,Electric Trim,"September 15, 2017",73,76
Woods,Love Is Love,"April 21, 2017",72,75
Com Truise,Iteration,"June 16, 2017",72,83
Flamin Groovies,Fantastic Plastic,"September 22, 2017",72,0
Dua Lipa,Dua Lipa,"June 2, 2017",72,82
Radiophonic Workshop,Burials in Several Earths,"May 19, 2017",72,0
King Gizzard & the Lizard Wizard,Flying Microtonal Banana,"February 24, 2017",72,81
Ron Gallo,Heavy Meta,"February 3, 2017",72,0
Xenoula,Xenoula,"November 24, 2017",72,0
Foo Fighters,Concrete and Gold,"September 15, 2017",72,75
Lindsey Buckingham,Lindsey Buckingham/Christine McVie,"June 9, 2017",72,74
Moon Duo,"Occult Architecture, Vol. 1","February 3, 2017",72,68
Roger Waters,Is This the Life We Really Want?,"June 2, 2017",72,77
Sufjan Stevens,Planetarium,"June 9, 2017",72,79
Tim Darcy,Saturday Night,"February 17, 2017",72,73
Tennis,Yours Conditionally,"March 10, 2017",72,79
Ducktails,Jersey Devil,"October 6, 2017",72,84
Karen Elson,Double Roses,"April 7, 2017",72,86
QTY,QTY,"December 8, 2017",72,0
Michelle Branch,Hopeless Romantic,"April 7, 2017",72,65
Beck,Colors,"October 13, 2017",72,81
Temples,Volcano,"March 3, 2017",72,79
