artist,album,date,week_num,meta_score,user_score
Paul McCartney,McCartney III Imagined,"April 16, 2021",15,75,79
London Grammar,Californian Soil,"April 16, 2021",15,77,77
The Armed,ULTRAPOP,"April 16, 2021",15,84,80
Cannibal Corpse,Violence Unimagined,"April 16, 2021",15,79,82
AJ Tracey,FLU GAME,"April 16, 2021",15,84,60
Sharon Van Etten,Epic Ten,"April 16, 2021",15,83,0
Andy Stott,Never the Right Time,"April 16, 2021",15,74,0
Cory Hanson,Pale Horse Rider,"April 16, 2021",15,82,0
Imelda May,11 Past the Hour,"April 16, 2021",15,71,0
Young Thug,Slime Language 2,"April 16, 2021",15,74,0
Natural Information Society,Descension (Out of Our Constrictions),"April 16, 2021",15,85,0
Motorpsycho,Kingdom of Oblivion,"April 16, 2021",15,81,0
Amigo the Devil,Born Against,"April 16, 2021",15,91,0
Cheap Trick,In Another World,"April 9, 2021",14,67,76
Flyte,This Is Really Going To Hurt,"April 9, 2021",14,72,74
Nick Waterhouse,Promenade Blue,"April 9, 2021",14,80,0
Ballaké Sissoko,Djourou,"April 9, 2021",14,81,0
Matthew E. White,Broken Mirror: A Selfie Reflection,"April 9, 2021",14,77,0
Taylor Swift,Fearless (Taylor's Version),"April 9, 2021",14,82,95
BROCKHAMPTON,"ROADRUNNER: NEW LIGHT, NEW MACHINE","April 9, 2021",14,79,86
Spirit of the Beehive,"ENTERTAINMENT, DEATH","April 9, 2021",14,82,77
Peggy Seeger,First Farewell,"April 9, 2021",14,86,0
Benny Sings,Music,"April 9, 2021",14,78,0
Clamm,Beseech Me,"April 9, 2021",14,76,0
Rhiannon Giddens,They're Calling Me Home,"April 9, 2021",14,89,0
Bill MacKay,Keys,"April 9, 2021",14,82,0
Claire Rousay,A Softer Focus,"April 9, 2021",14,82,0
Yoshinori Hayashi,Pulse of Defiance,"April 9, 2021",14,76,0
Damon Locks,Now,"April 9, 2021",14,80,0
CFCF,Memoryland,"April 9, 2021",14,82,0
Vijay Iyer,Uneasy,"April 9, 2021",14,85,0
Godspeed You! Black Emperor,G_d's Pee AT STATE'S END!,"April 2, 2021",13,82,84
Flock of Dimes,Head of Roses,"April 2, 2021",13,79,84
Dry Cleaning,New Long Leg,"April 2, 2021",13,86,84
Ryley Walker,Course in Fable,"April 2, 2021",13,84,0
Demi Lovato,Dancing with the Devil... The Art of Starting Over,"April 2, 2021",13,73,92
Du Blonde,Homecoming,"April 2, 2021",13,76,0
Iglooghost,Lei Line Eon,"April 2, 2021",13,79,0
La Femme,Paradigmes,"April 2, 2021",13,78,0
Various Artists,Shake the Foundations: Militant Funk & the Post-Punk Dancefloor 1978-1984,"April 2, 2021",13,78,0
Various Artists,Bills & Aches & Blues,"April 2, 2021",13,74,0
The Antlers,Green to Gold,"March 26, 2021",12,80,80
Xiu Xiu,Oh No,"March 26, 2021",12,75,80
Floating Points,Promises,"March 26, 2021",12,86,82
serpentwithfeet,Deacon,"March 26, 2021",12,86,81
tUnE-yArDs,Sketchy.,"March 26, 2021",12,82,71
Death from Above 1979,Is 4 Lovers,"March 26, 2021",12,71,75
Noga Erez,Kids,"March 26, 2021",12,76,79
For Those I Love,For Those I Love,"March 26, 2021",12,89,77
Bell Orchestre,House Music,"March 26, 2021",12,78,0
Evanescence,The Bitter Truth,"March 26, 2021",12,78,88
Ben Howard,Collections from the Whiteout,"March 26, 2021",12,69,76
Clark,Playground in a Lake,"March 26, 2021",12,77,0
Tomahawk,Tonic Immobility,"March 26, 2021",12,77,76
Sara Watkins,Under the Pepper Tree,"March 26, 2021",12,72,0
Hannah Peel,Fir Wave,"March 26, 2021",12,85,0
Loney Dear,A Lantern And A Bell,"March 26, 2021",12,66,0
Cathal Coughlan,Song of Co-Aklan,"March 26, 2021",12,80,0
Esther Rose,How Many Times,"March 26, 2021",12,80,0
Neil Young,Young Shakespeare [Live],"March 26, 2021",12,82,0
Lost Girls,Menneskekollektivet,"March 26, 2021",12,83,0
Joe Strummer,Assembly,"March 26, 2021",12,81,0
John Smith,The Fray,"March 26, 2021",12,69,0
Real Estate,Half a Human [EP],"March 26, 2021",12,71,0
Genghis Tron,Dream Weapon,"March 26, 2021",12,88,0
Nitin Sawhney,Immigrants,"March 26, 2021",12,74,0
Elegiac,Elegiac,"March 26, 2021",12,79,0
Chris Corsano,Made Out of Sound,"March 26, 2021",12,84,0
Citizen,Life in Your Glass World,"March 26, 2021",12,72,0
Armand Hammer,Haram,"March 26, 2021",12,82,0
Loretta Lynn,Still Woman Enough,"March 19, 2021",11,76,48
Lana Del Rey,Chemtrails Over the Country Club,"March 19, 2021",11,81,90
Chad VanGaalen,World's Most Stressed Out Gardener,"March 19, 2021",11,78,78
William Doyle,Great Spans of Muddy Time,"March 19, 2021",11,82,75
Middle Kids,Today We're the Greatest,"March 19, 2021",11,73,68
Black Honey,Written & Directed,"March 19, 2021",11,74,60
Justin Bieber,Justice,"March 19, 2021",11,62,73
Ringo Starr,Zoom In [EP],"March 19, 2021",11,53,0
Sting,Duets,"March 19, 2021",11,68,66
Daniel Lanois,Heavy Sun,"March 19, 2021",11,79,0
Benny the Butcher,The Plugs I Met 2,"March 19, 2021",11,79,80
A.A. Williams,Songs From Isolation,"March 19, 2021",11,72,0
Chris Cornell,No One Sings like You Anymore,"March 19, 2021",11,66,0
Dialect,Under~Between,"March 19, 2021",11,84,0
Gazelle Twin,Deep England,"March 19, 2021",11,75,0
The Snuts,W.L.,"March 19, 2021",11,72,0
Valerie June,The Moon and Stars: Prescriptions for Dreamers,"March 12, 2021",10,85,79
The Anchoress,The Art of Losing,"March 12, 2021",10,84,76
The Sunburned Hand of the Man,Pick a Day to Die,"March 12, 2021",10,86,0
The Horrors,Lout [EP],"March 12, 2021",10,80,73
Rob Zombie,The Lunar Injection Kool Aid Eclipse Conspiracy,"March 12, 2021",10,64,42
Nubiyan Twist,Freedom Fables,"March 12, 2021",10,69,0
Lake Street Dive,Obviously,"March 12, 2021",10,83,0
Nick Jonas,Spaceman,"March 12, 2021",10,61,77
Eyehategod,A History of Nomadic Behavior,"March 12, 2021",10,78,0
Gang of Four,77-81 [Box Set],"March 12, 2021",10,94,0
Selena Gomez,Revelación [EP],"March 12, 2021",10,83,92
Israel Nash,Topaz,"March 12, 2021",10,81,0
Genesis Owusu,Smiling With No Teeth,"March 12, 2021",10,86,80
